# time_s X_M Y_M Z_M
4.505000000000000426e+01 8.676242883927554282e-11 6.958281025355887280e-07 3.738038785582998874e-08
4.510000000000000142e+01 8.729553840616941807e-11 6.901083609956388529e-07 3.756319585868322656e-08
4.515000000000000568e+01 8.784021663547928175e-11 6.844306648308589804e-07 3.774950899525802785e-08
4.520000000000000284e+01 8.839684071737418075e-11 6.787945801777074027e-07 3.793942725219975233e-08
4.525000000000000000e+01 8.896580608407033340e-11 6.731996725020167816e-07 3.813305479455656824e-08
4.530000000000000426e+01 8.954752540399662975e-11 6.676455067513971866e-07 3.833049976405522080e-08
4.535000000000000142e+01 9.014243199614781341e-11 6.621316466409839266e-07 3.853187507681369275e-08
4.540000000000000568e+01 9.075097863312921634e-11 6.566576549188856057e-07 3.873729809202106423e-08
4.545000000000000284e+01 9.137364058271806922e-11 6.512230927803383376e-07 3.894689126042837899e-08
4.550000000000000000e+01 9.201091672208252026e-11 6.458275196497508278e-07 3.916078234978549719e-08
4.555000000000000426e+01 9.266332952512162307e-11 6.404704931504982254e-07 3.937910445457535681e-08
4.560000000000000142e+01 9.333142948851546678e-11 6.351515683874019963e-07 3.960199679155494767e-08
4.565000000000000568e+01 9.401579412704317162e-11 6.298702980083488171e-07 3.982960460652348677e-08
4.570000000000000284e+01 9.471703140681690766e-11 6.246262315722438010e-07 4.006207986873213179e-08
4.575000000000000000e+01 9.543578095892229769e-11 6.194189154149602286e-07 4.029958140251591197e-08
4.580000000000000426e+01 9.617271762448380378e-11 6.142478920632889925e-07 4.054227552792280521e-08
4.585000000000000142e+01 9.692855207330645129e-11 6.091126999995244240e-07 4.079033630594645217e-08
4.590000000000000568e+01 9.770403496001567136e-11 6.040128730101433911e-07 4.104394625172236576e-08
4.595000000000000284e+01 9.849995870324563814e-11 5.989479398863171058e-07 4.130329665218968482e-08
4.600000000000000000e+01 9.931716173508660954e-11 5.939174237063637864e-07 4.156858835230964394e-08
4.605000000000000426e+01 1.001565308362161842e-10 5.889208414134148534e-07 4.184003220953543679e-08
4.610000000000000142e+01 1.010190055391474614e-10 5.839577030938531845e-07 4.211784988369112554e-08
4.615000000000000568e+01 1.019055818596658970e-10 5.790275114013922260e-07 4.240227446266608443e-08
4.620000000000000284e+01 1.028173174514183055e-10 5.741297607184125786e-07 4.269355138110101837e-08
4.625000000000000000e+01 1.037553359997692632e-10 5.692639363455790008e-07 4.299193930501147798e-08
4.630000000000000426e+01 1.047208322701491910e-10 5.644295138061502265e-07 4.329771089190231588e-08
4.635000000000000142e+01 1.057150795898908715e-10 5.596259577261171287e-07 4.361115401810161224e-08
4.640000000000000568e+01 1.067394353711783924e-10 5.548527208676148839e-07 4.393257283477576800e-08
4.645000000000000284e+01 1.077953479509700534e-10 5.501092431409038257e-07 4.426228884972900883e-08
4.650000000000000000e+01 1.088843673127476163e-10 5.453949500406600150e-07 4.460064263960546600e-08
4.655000000000000426e+01 1.100081511343181845e-10 5.407092516643336169e-07 4.494799492280018794e-08
4.660000000000000142e+01 1.111684769302773811e-10 5.360515409381628004e-07 4.530472850100918236e-08
4.665000000000000568e+01 1.123672543123656170e-10 5.314211918929871407e-07 4.567125014355057067e-08
4.670000000000000284e+01 1.136065336038166871e-10 5.268175583483696537e-07 4.604799202709799406e-08
4.675000000000000000e+01 1.148885260326405913e-10 5.222399711496126972e-07 4.643541475188384189e-08
4.680000000000000426e+01 1.162156150302327234e-10 5.176877365436468337e-07 4.683400911512304762e-08
4.685000000000000142e+01 1.175903764158469472e-10 5.131601334256836372e-07 4.724429911449519917e-08
4.690000000000000568e+01 1.190156020050268806e-10 5.086564101555001651e-07 4.766684541256847302e-08
4.695000000000000284e+01 1.204943147541104609e-10 5.041757824726729762e-07 4.810224761307888590e-08
4.700000000000000000e+01 1.220298062452524297e-10 4.997174286742880600e-07 4.855114949765072976e-08
4.705000000000000426e+01 1.236256595751604180e-10 4.952804865846380102e-07 4.901424232000686611e-08
4.710000000000000142e+01 1.252857839046126438e-10 4.908640491500770459e-07 4.949226958935575119e-08
4.715000000000000568e+01 1.270144650258795297e-10 4.864671588327258214e-07 4.998603314173798260e-08
4.720000000000000284e+01 1.288164005052161627e-10 4.820888017266120095e-07 5.049639949480834080e-08
4.725000000000000000e+01 1.306967576192262244e-10 4.777279012678656856e-07 5.102430665580656981e-08
4.730000000000000426e+01 1.326612380299541111e-10 4.733833110822832300e-07 5.157077184917401045e-08
4.735000000000000142e+01 1.347161523747511291e-10 4.690538063335118349e-07 5.213690083924888667e-08
4.740000000000000568e+01 1.368685039839275226e-10 4.647380736163272342e-07 5.272389879909412175e-08
4.745000000000000284e+01 1.391260936968246272e-10 4.604346995107538262e-07 5.333308261451477152e-08
4.750000000000000000e+01 1.414976435160958128e-10 4.561421572502417986e-07 5.396589519234501383e-08
4.755000000000000426e+01 1.439929398919480100e-10 4.518587910058292602e-07 5.462392229567148960e-08
4.760000000000000142e+01 1.466230106452001016e-10 4.475827977540598282e-07 5.530891194798941844e-08
4.765000000000000568e+01 1.494003385340956811e-10 4.433122057114514756e-07 5.602279747248854003e-08
4.770000000000000284e+01 1.523391199279246740e-10 4.390448485975720062e-07 5.676772494195085105e-08
4.775000000000000000e+01 1.554555825734307016e-10 4.347783350325983027e-07 5.754608577207724339e-08
4.780000000000000426e+01 1.587683849729867657e-10 4.305100116067894641e-07 5.836055599650651156e-08
4.785000000000000142e+01 1.622991048932309304e-10 4.262369173212164636e-07 5.921414462167313771e-08
4.790000000000000568e+01 1.660728626301493564e-10 4.219557295582384068e-07 6.011025092275617788e-08
4.795000000000000284e+01 1.701191211868573405e-10 4.176626963939804164e-07 6.105273609644341561e-08
4.800000000000000000e+01 1.744727004392293905e-10 4.133535529201248492e-07 6.204601170311373674e-08
4.805000000000000426e+01 1.791751216766885577e-10 4.090234153187326673e-07 6.309515146802028812e-08
4.810000000000000142e+01 1.842763740970244825e-10 4.046666455288475509e-07 6.420603389411176632e-08
4.815000000000000568e+01 1.898373001985214658e-10 4.002766785470655478e-07 6.538552404055763931e-08
4.820000000000000284e+01 1.959328205088551093e-10 3.958457989912999081e-07 6.664170840043041364e-08
4.825000000000000000e+01 2.026565215082988185e-10 3.913648370484971379e-07 6.798421404503760592e-08
4.830000000000000426e+01 2.101270387836998492e-10 3.868227630702730656e-07 6.942463363752352345e-08
4.835000000000000142e+01 2.184974905054649534e-10 3.822061344800924357e-07 7.097710487053568389e-08
4.840000000000000568e+01 2.279695732409419650e-10 3.774983062154070775e-07 7.265913657101462803e-08
4.845000000000000284e+01 2.388153560481958238e-10 3.726782907692695160e-07 7.449280053856188465e-08
4.850000000000000000e+01 2.514123220853300880e-10 3.677190656019707609e-07 7.650650034676664378e-08
4.855000000000000426e+01 2.663022372103995599e-10 3.625849427003748457e-07 7.873771911518292809e-08
4.860000000000000142e+01 2.842952984180351643e-10 3.572273301536961722e-07 8.123744749854302077e-08
4.865000000000000568e+01 3.066673959372227383e-10 3.515774821692638647e-07 8.407776180223475122e-08
4.870000000000000284e+01 3.355645368444293030e-10 3.455333095928233088e-07 8.736562851407994277e-08
4.875000000000000000e+01 3.749262239687797311e-10 3.389331201468424988e-07 9.127045176116830834e-08
4.880000000000000426e+01 4.329174322314977197e-10 3.314970043479118563e-07 9.608580990720555862e-08
4.885000000000000142e+01 5.297909780223860108e-10 3.226724428423925643e-07 1.023932059876661831e-07
4.890000000000000568e+01 7.329858459477806177e-10 3.111094717324274023e-07 1.116259819084084189e-07
4.895000000000000284e+01 1.446416552822075130e-09 2.918203460689289601e-07 1.292145239376383935e-07
4.900000000000000000e+01 2.596292983498403541e-08 1.943437047490388003e-07 2.493285100071291766e-07
4.905000000000000426e+01 5.711384577004254991e-06 1.000058234728616572e-08 9.168392970560736361e-05
4.910000000000000142e+01 5.402571281056093974e-06 2.482806327212626432e-08 2.149164177114908851e-04
4.915000000000000568e+01 5.091281031005014621e-06 3.982921083337975514e-08 3.247567014358331288e-04
4.920000000000000284e+01 4.774155296047805274e-06 5.517914597848532429e-08 4.218106388138116378e-04
4.925000000000000000e+01 4.445708027946304421e-06 7.116686251404347087e-08 5.065541119254053475e-04
4.930000000000000426e+01 4.095712655535929897e-06 8.833902445061566702e-08 5.792666826970923732e-04
4.935000000000000142e+01 3.700471163570651687e-06 1.079948519791340061e-07 6.398562578275483271e-04
4.940000000000000568e+01 3.173509325235839416e-06 1.351892680348332239e-07 6.871902675936491286e-04
4.945000000000000284e+01 2.302892762501168256e-08 1.681204993944097523e-06 7.082103046200545742e-04
4.950000000000000000e+01 5.035016522291162117e-11 3.604102882346228964e-05 6.736755656099300844e-04
4.955000000000000426e+01 5.015658033732704021e-11 6.847656824356277230e-05 6.408211606730765918e-04
4.960000000000000142e+01 5.009032540126129418e-11 9.905806455985351547e-05 6.095690813937807307e-04
4.965000000000000568e+01 5.005671855340077897e-11 1.278781091821458253e-04 5.798411828787792795e-04
4.970000000000000284e+01 5.003626627240459146e-11 1.550247632236789437e-04 5.515631300763206230e-04
4.975000000000000000e+01 5.002239692434412214e-11 1.805817761268407721e-04 5.246642139344412240e-04
4.980000000000000426e+01 5.001226883791045147e-11 2.046287972452438006e-04 4.990771734513964808e-04
4.985000000000000142e+01 5.000446182519376848e-11 2.272415756720831247e-04 4.747380276159306406e-04
4.990000000000000568e+01 4.999818447408052562e-11 2.484921501312115045e-04 4.515859157158914677e-04
4.995000000000000284e+01 4.999296371718693418e-11 2.684490291955498177e-04 4.295629457929607455e-04
5.000000000000000000e+01 4.998849642772724079e-11 2.871773643330277821e-04 4.086140491382422640e-04
5.005000000000000426e+01 4.998458396041295962e-11 3.047391139973519743e-04 3.886868423276585360e-04
5.010000000000000142e+01 4.998108920353526672e-11 3.211931989030482196e-04 3.697314966791503781e-04
5.015000000000000568e+01 4.997791432250346745e-11 3.365956498806663968e-04 3.517006139555049087e-04
5.020000000000000284e+01 4.997498910531122087e-11 3.509997490516132213e-04 3.345491076893638400e-04
5.025000000000000000e+01 4.997226102426095163e-11 3.644561637869217778e-04 3.182340905804687198e-04
5.030000000000000426e+01 4.996968981376452934e-11 3.770130749904240710e-04 3.027147666681747891e-04
5.035000000000000142e+01 4.996724628626969349e-11 3.887162988538751286e-04 2.879523289962051809e-04
5.040000000000000568e+01 4.996490772634652372e-11 3.996094010861718591e-04 2.739098636084390703e-04
5.045000000000000284e+01 4.996265258522492015e-11 4.097338068897848754e-04 2.605522571210565916e-04
5.050000000000000000e+01 4.996046999422519473e-11 4.191289057089678423e-04 2.478461086915280257e-04
5.055000000000000426e+01 4.995834655347356232e-11 4.278321506955493070e-04 2.357596464297202082e-04
5.060000000000000142e+01 4.995627320597773235e-11 4.358791533339774244e-04 2.242626478793819809e-04
5.065000000000000568e+01 4.995424314781394380e-11 4.433037733219184176e-04 2.133263644885813087e-04
5.070000000000000284e+01 4.995224998543921009e-11 4.501382040204058676e-04 2.029234498047598266e-04
5.075000000000000000e+01 4.995028871604136626e-11 4.564130537379908052e-04 1.930278911717499951e-04
5.080000000000000426e+01 4.994835556579535801e-11 4.621574232376330781e-04 1.836149446017485397e-04
5.085000000000000142e+01 4.994644747668037667e-11 4.673989795726693985e-04 1.746610727327181233e-04
5.090000000000000568e+01 4.994456141663939778e-11 4.721640257884027864e-04 1.661438862605572094e-04
5.095000000000000284e+01 4.994269521589783874e-11 4.764775677550588400e-04 1.580420877820160335e-04
5.100000000000000000e+01 4.994084763416486861e-11 4.803633774973973094e-04 1.503354185816638538e-04
5.105000000000000426e+01 4.993901687802094075e-11 4.838440534760742474e-04 1.430046079802938918e-04
5.110000000000000142e+01 4.993720145853068391e-11 4.869410779360096005e-04 1.360313251478104492e-04
5.115000000000000568e+01 4.993540093694635363e-11 4.896748714491634289e-04 1.293981332734373945e-04
5.120000000000000284e+01 4.993361468194152117e-11 4.920648447742512676e-04 1.230884459902108923e-04
5.125000000000000000e+01 4.993184163552674728e-11 4.941294484713651316e-04 1.170864856856984701e-04
5.130000000000000426e+01 4.993008087525360652e-11 4.958862195016208339e-04 1.113772443457167974e-04
5.135000000000000142e+01 4.992833323659441516e-11 4.973518260331271420e-04 1.059464459048588589e-04
5.140000000000000568e+01 4.992659835531000031e-11 4.985421099221462940e-04 1.007805105500447399e-04
5.145000000000000284e+01 4.992487436673735829e-11 4.994721271226933851e-04 9.586652076429408027e-05
5.150000000000000000e+01 4.992316209613707331e-11 5.001561861270936368e-04 9.119218902455074923e-05
5.155000000000000426e+01 4.992146280136993228e-11 5.006078844914379090e-04 8.674582710821276803e-05
5.160000000000000142e+01 4.991977536224276593e-11 5.008401437103309709e-04 8.251631678623588199e-05
5.165000000000000568e+01 4.991809791358123727e-11 5.008652422906206955e-04 7.849308202905875252e-05
5.170000000000000284e+01 4.991643248136503546e-11 5.006948470918198531e-04 7.466606266845121826e-05
5.175000000000000000e+01 4.991477959983236512e-11 5.003400433380327580e-04 7.102568917521333563e-05
5.180000000000000426e+01 4.991313762223933292e-11 4.998113630897873649e-04 6.756285873047350400e-05
5.185000000000000142e+01 4.991150769306835564e-11 4.991188123272331497e-04 6.426891246335085094e-05
5.190000000000000568e+01 4.990988946608376242e-11 4.982718967113243351e-04 6.113561379899721431e-05
5.195000000000000284e+01 4.990828307618327906e-11 4.972796460306492172e-04 5.815512791060379531e-05
5.200000000000000000e+01 4.990668858591772836e-11 4.961506377079597874e-04 5.532000196116708103e-05
5.205000000000000426e+01 4.990510606753424114e-11 4.948930187322300072e-04 5.262314666768180496e-05
5.210000000000000142e+01 4.990353559317660885e-11 4.935145268366217643e-04 5.005781849869588875e-05
5.215000000000000568e+01 4.990197723739648752e-11 4.920225105632531877e-04 4.761760280684673122e-05
5.220000000000000284e+01 4.990043107359920302e-11 4.904239483425565328e-04 4.529639778905964810e-05
5.225000000000000000e+01 4.989889717423661342e-11 4.887254666410310129e-04 4.308839922920211084e-05
5.230000000000000426e+01 4.989737560979558981e-11 4.869333571974477216e-04 4.098808600636445293e-05
5.235000000000000142e+01 4.989586644825019018e-11 4.850535935178316624e-04 3.899020622570579430e-05
5.240000000000000568e+01 4.989436975460575360e-11 4.830918464380050273e-04 3.708976413246619519e-05
5.245000000000000284e+01 4.989288559054392989e-11 4.810534989536930360e-04 3.528200764118219381e-05
5.250000000000000000e+01 4.989141401413021956e-11 4.789436603818082228e-04 3.356241642666043580e-05
5.255000000000000426e+01 4.988995507961048742e-11 4.767671798000255737e-04 3.192669062114759655e-05
5.260000000000000142e+01 4.988850883726413153e-11 4.745286588299970081e-04 3.037074006280959015e-05
5.265000000000000568e+01 4.988707533330973289e-11 4.722324637901129238e-04 2.889067407375959170e-05
5.270000000000000284e+01 4.988565460985388015e-11 4.698827372609282768e-04 2.748279173143671354e-05
5.275000000000000000e+01 4.988424670487357261e-11 4.674834091391332001e-04 2.614357256958930602e-05
5.280000000000000426e+01 4.988285165223927787e-11 4.650382070112396679e-04 2.486966785069249871e-05
5.285000000000000142e+01 4.988146948175339575e-11 4.625506661494594276e-04 2.365789215573188699e-05
5.290000000000000568e+01 4.988010021921372501e-11 4.600241389774386734e-04 2.250521541930955267e-05
5.295000000000000284e+01 4.987874388649449471e-11 4.574618040735519797e-04 2.140875535322178970e-05
5.300000000000000000e+01 4.987740050164152881e-11 4.548666747343338944e-04 2.036577023953550189e-05
5.305000000000000426e+01 4.987607007897893301e-11 4.522416071027927703e-04 1.937365208919531972e-05
5.310000000000000142e+01 4.987475262922311650e-11 4.495893079746272132e-04 1.842992007121995582e-05
5.315000000000000568e+01 4.987344815960698534e-11 4.469123420996163145e-04 1.753221436599196193e-05
5.320000000000000284e+01 4.987215667400638475e-11 4.442131392112123791e-04 1.667829024690326199e-05
5.325000000000000000e+01 4.987087817307109741e-11 4.414940006977171238e-04 1.586601246310936488e-05
5.330000000000000426e+01 4.986961265435790968e-11 4.387571059422701618e-04 1.509334990053817439e-05
5.335000000000000142e+01 4.986836011246517060e-11 4.360045183529536405e-04 1.435837050325534811e-05
5.340000000000000568e+01 4.986712053916755772e-11 4.332381910903094439e-04 1.365923644906044427e-05
5.345000000000000284e+01 4.986589392355001572e-11 4.304599725451904377e-04 1.299419953486389000e-05
5.350000000000000000e+01 4.986468025214087436e-11 4.276716115126430592e-04 1.236159681746456638e-05
5.355000000000000426e+01 4.986347950904309228e-11 4.248747621151616671e-04 1.175984646492882714e-05
5.360000000000000142e+01 4.986229167606313563e-11 4.220709885074926874e-04 1.118744379153417281e-05
5.365000000000000568e+01 4.986111673283725885e-11 4.192617693401586194e-04 1.064295749546041839e-05
5.370000000000000284e+01 4.985995465695535552e-11 4.164485020046786385e-04 1.012502607993850900e-05
5.375000000000000000e+01 4.985880542408124211e-11 4.136325066690490961e-04 9.632354450655075833e-06
5.380000000000000426e+01 4.985766900806965232e-11 4.108150301180235565e-04 9.163710677209142293e-06
5.385000000000000142e+01 4.985654538108031044e-11 4.079972494226108783e-04 8.717922898100651918e-06
5.390000000000000568e+01 4.985543451368775252e-11 4.051802753839597155e-04 8.293876415334412852e-06
5.395000000000000284e+01 4.985433637498776771e-11 4.023651558513000330e-04 7.890510894890777129e-06
5.400000000000000000e+01 4.985325093270019481e-11 3.995528788634557108e-04 7.506817715482879777e-06
5.405000000000000426e+01 4.985217815326850067e-11 3.967443756365751032e-04 7.141837446582763385e-06
5.410000000000000142e+01 4.985111800195504157e-11 3.939405234055830480e-04 6.794657449411476377e-06
5.415000000000000568e+01 4.985007044293271881e-11 3.911421481205365914e-04 6.464409599899760836e-06
5.420000000000000284e+01 4.984903543937391346e-11 3.883500270372640091e-04 6.150268100530027602e-06
5.425000000000000000e+01 4.984801295353474253e-11 3.855648911371312333e-04 5.851447435826092403e-06
5.430000000000000426e+01 4.984700294683637468e-11 3.827874274596894367e-04 5.567200401098607242e-06
5.435000000000000142e+01 4.984600537994279163e-11 3.800182813142538260e-04 5.296816232984699792e-06
5.440000000000000568e+01 4.984502021283557695e-11 3.772580583817652412e-04 5.039618832240227560e-06
5.445000000000000284e+01 4.984404740488529271e-11 3.745073267136026212e-04 4.794965073191749283e-06
5.450000000000000000e+01 4.984308691491910147e-11 3.717666186293402367e-04 4.562243198165815509e-06
5.455000000000000426e+01 4.984213870128632034e-11 3.690364325334824958e-04 4.340871280062189394e-06
5.460000000000000142e+01 4.984120272192049834e-11 3.663172346267680565e-04 4.130295773597667181e-06
5.465000000000000568e+01 4.984027893439862437e-11 3.636094605389740705e-04 3.929990132575244483e-06
5.470000000000000284e+01 4.983936729599700722e-11 3.609135168863559064e-04 3.739453490552600481e-06
5.475000000000000000e+01 4.983846776374550752e-11 3.582297827494931538e-04 3.558209408459847742e-06
5.480000000000000426e+01 4.983758029447939169e-11 3.555586110785379905e-04 3.385804683295892740e-06
5.485000000000000142e+01 4.983670484488702402e-11 3.529003300282351676e-04 3.221808215910650262e-06
5.490000000000000568e+01 4.983584137155600788e-11 3.502552442305618269e-04 3.065809931270712646e-06
5.495000000000000284e+01 4.983498983101791161e-11 3.476236360050896602e-04 2.917419751134000590e-06
5.500000000000000000e+01 4.983415017979092000e-11 3.450057665004464553e-04 2.776266624701627513e-06
5.505000000000000426e+01 4.983332237441797515e-11 3.424018767904978347e-04 2.641997597382712711e-06
5.510000000000000142e+01 4.983250637150268118e-11 3.398121889126805750e-04 2.514276928248314444e-06
5.515000000000000568e+01 4.983170212774908652e-11 3.372369068551831048e-04 2.392785250539995206e-06
5.520000000000000284e+01 4.983090959999583091e-11 3.346762174954041793e-04 2.277218773198717954e-06
5.525000000000000000e+01 4.983012874524291896e-11 3.321302914904104560e-04 2.167288522802940712e-06
5.530000000000000426e+01 4.982935952068284277e-11 3.295992841326604063e-04 2.062719614755412318e-06
5.535000000000000142e+01 4.982860188373355286e-11 3.270833361469048929e-04 1.963250574002083673e-06
5.540000000000000568e+01 4.982785579207227566e-11 3.245825744610681416e-04 1.868632677665565079e-06
5.545000000000000284e+01 4.982712120364344921e-11 3.220971129350578741e-04 1.778629333116229863e-06
5.550000000000000000e+01 4.982639807667937689e-11 3.196270530535340131e-04 1.693015486399679682e-06
5.555000000000000426e+01 4.982568636975466622e-11 3.171724845844324818e-04 1.611577059517652811e-06
5.560000000000000142e+01 4.982498604180179666e-11 3.147334862035772196e-04 1.534110416282670926e-06
5.565000000000000568e+01 4.982429705209898976e-11 3.123101260943540844e-04 1.460421849185700943e-06
5.570000000000000284e+01 4.982361936027096528e-11 3.099024625079574717e-04 1.390327099495404790e-06
5.575000000000000000e+01 4.982295292638050622e-11 3.075105443024963464e-04 1.323650895176344625e-06
5.580000000000000426e+01 4.982229771100463694e-11 3.051344114543304417e-04 1.260226512220773052e-06
5.585000000000000142e+01 4.982165367505409103e-11 3.027740955435495379e-04 1.199895357782291185e-06
5.590000000000000568e+01 4.982102077973809149e-11 3.004296202153445834e-04 1.142506573637409327e-06
5.595000000000000284e+01 4.982039898692118871e-11 2.981010016176641165e-04 1.087916659653978648e-06
5.600000000000000000e+01 4.981978825915781461e-11 2.957882488204434238e-04 1.035989112801451572e-06
5.605000000000000426e+01 4.981918855938565072e-11 2.934913642090999984e-04 9.865940878744825831e-07
5.610000000000000142e+01 4.981859985030223768e-11 2.912103438607904532e-04 9.396080727670981586e-07
5.615000000000000568e+01 4.981802209538415871e-11 2.889451779025278117e-04 8.949135790545196169e-07
5.620000000000000284e+01 4.981745526033300949e-11 2.866958508507486407e-04 8.523988482402288534e-07
5.625000000000000000e+01 4.981689931067592813e-11 2.844623419339169733e-04 8.119575723227258590e-07
5.630000000000000426e+01 4.981635420944941190e-11 2.822446253985107191e-04 7.734886284002085877e-07
5.635000000000000142e+01 4.981581992084487673e-11 2.800426708016329224e-04 7.368958245752546770e-07
5.640000000000000568e+01 4.981529641469525893e-11 2.778564432864815141e-04 7.020876603399109774e-07
5.645000000000000284e+01 4.981478366531753106e-11 2.756859038445384530e-04 6.689770981907436739e-07
5.650000000000000000e+01 4.981428163297387832e-11 2.735310095657061719e-04 6.374813454302633260e-07
5.655000000000000426e+01 4.981379026818344215e-11 2.713917138752004396e-04 6.075216471694304871e-07
5.660000000000000142e+01 4.981330955378408600e-11 2.692679667585186798e-04 5.790230894169692147e-07
5.665000000000000568e+01 4.981283949538793952e-11 2.671597149747165245e-04 5.519144120591886907e-07
5.670000000000000284e+01 4.981238005410637929e-11 2.650669022602579342e-04 5.261278298219663569e-07
5.675000000000000000e+01 4.981193111726837151e-11 2.629894695208987083e-04 5.015988633588899739e-07
5.680000000000000426e+01 4.981149261638459578e-11 2.609273550140805151e-04 4.782661783802064744e-07
5.685000000000000142e+01 4.981106474157375941e-11 2.588804945229796015e-04 4.560714318531309325e-07
5.690000000000000568e+01 4.981064761723963893e-11 2.568488215211835505e-04 4.349591261409627775e-07
5.695000000000000284e+01 4.981024075818437584e-11 2.548322673290004912e-04 4.148764702386910520e-07
5.700000000000000000e+01 4.980984370455473822e-11 2.528307612614998589e-04 3.957732480190436624e-07
5.705000000000000426e+01 4.980945700699503061e-11 2.508442307701724610e-04 3.776016918972640518e-07
5.710000000000000142e+01 4.980908222515475681e-11 2.488726015756197478e-04 3.603163641099097036e-07
5.715000000000000568e+01 4.980871894380405455e-11 2.469157977941733380e-04 3.438740431417619452e-07
5.720000000000000284e+01 4.980836289955002877e-11 2.449737420584075062e-04 3.282336153380241206e-07
5.725000000000000000e+01 4.980801654996290700e-11 2.430463556310650869e-04 3.133559721309421298e-07
5.730000000000000426e+01 4.980768243427893998e-11 2.411335585130388876e-04 2.992039123159449127e-07
5.735000000000000142e+01 4.980735859563549209e-11 2.392352695455548714e-04 2.857420492513752228e-07
5.740000000000000568e+01 4.980704390668909621e-11 2.373514065082670823e-04 2.729367215483770953e-07
5.745000000000000284e+01 4.980674046631683969e-11 2.354818862101938290e-04 2.607559098536499123e-07
5.750000000000000000e+01 4.980644688989414171e-11 2.336266245773357486e-04 2.491691564556534424e-07
5.755000000000000426e+01 4.980616345539257203e-11 2.317855367354280526e-04 2.381474890517259416e-07
5.760000000000000142e+01 4.980589023846922957e-11 2.299585370882325001e-04 2.276633483143182933e-07
5.765000000000000568e+01 4.980562715086250186e-11 2.281455393916022030e-04 2.176905190654843446e-07
5.770000000000000284e+01 4.980537417676662175e-11 2.263464568238838332e-04 2.082040645843454747e-07
5.775000000000000000e+01 4.980513131408513230e-11 2.245612020525448549e-04 1.991802641376824186e-07
5.780000000000000426e+01 4.980489854990701077e-11 2.227896872966028067e-04 1.905965541052469599e-07
5.785000000000000142e+01 4.980467585081359172e-11 2.210318243864956781e-04 1.824314712980800680e-07
5.790000000000000568e+01 4.980446321501726676e-11 2.192875248204409337e-04 1.746645992824902100e-07
5.795000000000000284e+01 4.980426062656637476e-11 2.175566998177453271e-04 1.672765173226416171e-07
5.800000000000000000e+01 4.980406806961127571e-11 2.158392603690122982e-04 1.602487519832802527e-07
5.805000000000000426e+01 4.980388552985368741e-11 2.141351172844315246e-04 1.535637303827069137e-07
5.810000000000000142e+01 4.980371299935269538e-11 2.124441812379551458e-04 1.472047369814315282e-07
5.815000000000000568e+01 4.980355046409131055e-11 2.107663628102102139e-04 1.411558714602281840e-07
5.820000000000000284e+01 4.980339791158012025e-11 2.091015725286739680e-04 1.354020089585071282e-07
5.825000000000000000e+01 4.980325533369372287e-11 2.074497209055851314e-04 1.299287622626566668e-07
5.830000000000000426e+01 4.980312272030967014e-11 2.058107184736212647e-04 1.247224459260681056e-07
5.835000000000000142e+01 4.980300006163944274e-11 2.041844758201597984e-04 1.197700416142283865e-07
5.840000000000000568e+01 4.980288734857675148e-11 2.025709036184385995e-04 1.150591661294706186e-07
5.845000000000000284e+01 4.980278457535905553e-11 2.009699126578078684e-04 1.105780402300709556e-07
5.850000000000000000e+01 4.980269173368387848e-11 1.993814138720242924e-04 1.063154591443913575e-07
5.855000000000000426e+01 4.980260881630058159e-11 1.978053183658460364e-04 1.022607645637881034e-07
5.860000000000000142e+01 4.980253581805467933e-11 1.962415374399672520e-04 9.840381808090387596e-08
5.865000000000000568e+01 4.980247273457881965e-11 1.946899826150032590e-04 9.473497545416257192e-08
5.870000000000000284e+01 4.980241956026100858e-11 1.931505656530459474e-04 9.124506299383984472e-08
5.875000000000000000e+01 4.980237629025860772e-11 1.916231985786875968e-04 8.792535441437104751e-08
5.880000000000000426e+01 4.980234292302356147e-11 1.901077936985312567e-04 8.476754901274575501e-08
5.885000000000000142e+01 4.980231945574767566e-11 1.886042636194120922e-04 8.176375097811959066e-08
5.890000000000000568e+01 4.980230588559099368e-11 1.871125212657979346e-04 7.890644942198166926e-08
5.895000000000000284e+01 4.980230221011130354e-11 1.856324798955489186e-04 7.618849985461417398e-08
5.900000000000000000e+01 4.980230843110764554e-11 1.841640531150221265e-04 7.360310623956251823e-08
5.905000000000000426e+01 4.980232454833375894e-11 1.827071548931254771e-04 7.114380397902748611e-08
5.910000000000000142e+01 4.980235056022976853e-11 1.812616995743562874e-04 6.880444379909960835e-08
5.915000000000000568e+01 4.980238646767373945e-11 1.798276018911911553e-04 6.657917621017936078e-08
5.920000000000000284e+01 4.980243227535707179e-11 1.784047769752629452e-04 6.446243704841015189e-08
5.925000000000000000e+01 4.980248798680412363e-11 1.769931403679141958e-04 6.244893357431765422e-08
5.930000000000000426e+01 4.980255359991611158e-11 1.755926080300873203e-04 6.053363116703749400e-08
5.935000000000000142e+01 4.980262911949982095e-11 1.742030963513321580e-04 5.871174081002072403e-08
5.940000000000000568e+01 4.980271455311412513e-11 1.728245221584708913e-04 5.697870688492138194e-08
5.945000000000000284e+01 4.980280991044269828e-11 1.714568027231132470e-04 5.533019600268874338e-08
5.950000000000000000e+01 4.980291518722695613e-11 1.700998557688022017e-04 5.376208617087376587e-08
5.955000000000000426e+01 4.980303038746859814e-11 1.687535994776449084e-04 5.227045643078748118e-08
