# time_s X_M Y_M Z_M
2.255000000000000071e+01 5.053607066292557507e-11 2.565874608140454997e-05 2.384551758198090830e-08
2.260000000000000142e+01 5.054070713923307808e-11 2.545447930716828637e-05 2.384737780645407645e-08
2.265000000000000213e+01 5.054538307471615488e-11 2.525183899386881068e-05 2.384925460326828236e-08
2.270000000000000284e+01 5.055009878953533945e-11 2.505081218438834944e-05 2.385114807698721549e-08
2.275000000000000000e+01 5.055485460671769555e-11 2.485138602447675070e-05 2.385305833419272390e-08
2.280000000000000071e+01 5.055965085217975161e-11 2.465354776183884667e-05 2.385498548338552604e-08
2.285000000000000142e+01 5.056448785605973324e-11 2.445728475172459675e-05 2.385692963877273517e-08
2.290000000000000213e+01 5.056936595210851278e-11 2.426258445287781702e-05 2.385889091829252558e-08
2.295000000000000284e+01 5.057428547448986785e-11 2.406943441061898753e-05 2.386086943394838481e-08
2.300000000000000000e+01 5.057924676172329592e-11 2.387782227540028143e-05 2.386286530334618554e-08
2.305000000000000071e+01 5.058425015546075635e-11 2.368773579570394256e-05 2.386487864589556701e-08
2.310000000000000142e+01 5.058929600051812913e-11 2.349916281717235548e-05 2.386690958273607114e-08
2.315000000000000213e+01 5.059438464433239048e-11 2.331209128447507209e-05 2.386895823830552989e-08
2.320000000000000284e+01 5.059951643399611222e-11 2.312650925472215435e-05 2.387102474883610353e-08
2.325000000000000000e+01 5.060469172577913781e-11 2.294240485136464668e-05 2.387310923514311557e-08
2.330000000000000071e+01 5.060991087666932285e-11 2.275976630379073705e-05 2.387521182683057765e-08
2.335000000000000142e+01 5.061517424686226476e-11 2.257858193473991464e-05 2.387733265518790176e-08
2.340000000000000213e+01 5.062048219978593073e-11 2.239884015946550500e-05 2.387947185313561735e-08
2.345000000000000284e+01 5.062583510212533102e-11 2.222052948489726615e-05 2.388162955517107848e-08
2.350000000000000000e+01 5.063123332384710817e-11 2.204363850880396438e-05 2.388380589731415447e-08
2.355000000000000071e+01 5.063667723771444727e-11 2.186815594863966063e-05 2.388600103154311315e-08
2.360000000000000142e+01 5.064216722048611952e-11 2.169407057231990225e-05 2.388821509235737654e-08
2.365000000000000213e+01 5.064770365206686429e-11 2.152137124829207665e-05 2.389044822157397031e-08
2.370000000000000284e+01 5.065328691569424798e-11 2.135004693525184856e-05 2.389270056366205309e-08
2.375000000000000000e+01 5.065891739799698669e-11 2.118008667934470212e-05 2.389497226473134736e-08
2.380000000000000071e+01 5.066459548901878584e-11 2.101147961337439192e-05 2.389726347250026321e-08
2.385000000000000142e+01 5.067032158224219913e-11 2.084421495601151953e-05 2.389957433626402213e-08
2.390000000000000213e+01 5.067609608080140768e-11 2.067828203336379665e-05 2.390190501447922161e-08
2.395000000000000284e+01 5.068191938623765598e-11 2.051367023746961807e-05 2.390425566086443148e-08
2.400000000000000000e+01 5.068779190187235233e-11 2.035036903760799795e-05 2.390662642849006596e-08
2.405000000000000071e+01 5.069371403688671059e-11 2.018836799416147016e-05 2.390901747473782452e-08
2.410000000000000142e+01 5.069968620425273894e-11 2.002765675026267649e-05 2.391142895869319022e-08
2.415000000000000213e+01 5.070570882077065679e-11 1.986822503105184059e-05 2.391386104113026585e-08
2.420000000000000284e+01 5.071178230710629243e-11 1.971006264293431650e-05 2.391631388449658360e-08
2.425000000000000000e+01 5.071790708782317504e-11 1.955315948518223293e-05 2.391878765548375411e-08
2.430000000000000071e+01 5.072408359142452705e-11 1.939750553856869344e-05 2.392128252278695180e-08
2.435000000000000142e+01 5.073031225040031648e-11 1.924309084254409422e-05 2.392379865246416693e-08
2.440000000000000213e+01 5.073659350125080573e-11 1.908990552641302841e-05 2.392633621460747024e-08
2.445000000000000284e+01 5.074292778452863444e-11 1.893793979776375164e-05 2.392889538105958409e-08
2.450000000000000000e+01 5.074931554487627521e-11 1.878718394176890217e-05 2.393147632540775478e-08
2.455000000000000071e+01 5.075575723106339890e-11 1.863762832048621078e-05 2.393407922297761815e-08
2.460000000000000142e+01 5.076225329370163315e-11 1.848926337718880425e-05 2.393670425142232422e-08
2.465000000000000213e+01 5.076880418063301102e-11 1.834207964573290528e-05 2.393935159190782746e-08
2.470000000000000284e+01 5.077541035723960733e-11 1.819606770596046019e-05 2.394202142391144608e-08
2.475000000000000000e+01 5.078207228713088765e-11 1.805121822490108816e-05 2.394471393017470846e-08
2.480000000000000071e+01 5.078879043794179843e-11 1.790752194359831670e-05 2.394742929522089998e-08
2.485000000000000142e+01 5.079556528135291019e-11 1.776496967644785921e-05 2.395016770535334905e-08
2.490000000000000213e+01 5.080239729311048957e-11 1.762355231053575017e-05 2.395292934865375293e-08
2.495000000000000284e+01 5.080928695305379627e-11 1.748326080499330927e-05 2.395571441498242914e-08
2.500000000000000000e+01 5.081623475618970666e-11 1.734408621604833727e-05 2.395852309899257824e-08
2.505000000000000071e+01 5.082324118589688289e-11 1.720601963398887672e-05 2.396135559281253450e-08
2.510000000000000142e+01 5.083030673614692665e-11 1.706905223414153405e-05 2.396421209210106886e-08
2.515000000000000213e+01 5.083743190533105272e-11 1.693317526180364440e-05 2.396709279435597656e-08
2.520000000000000284e+01 5.084461719629559309e-11 1.679838003161730073e-05 2.396999789891658520e-08
2.525000000000000000e+01 5.085186311637749470e-11 1.666465792694334222e-05 2.397292760696625943e-08
2.530000000000000071e+01 5.085917017743982351e-11 1.653200039923534274e-05 2.397588212153491227e-08
2.535000000000000142e+01 5.086653892840830002e-11 1.640039898631527504e-05 2.397886165213493555e-08
2.540000000000000213e+01 5.087396988923360648e-11 1.626984527332132774e-05 2.398186640534414895e-08
2.545000000000000284e+01 5.088146358508413826e-11 1.614033091194673071e-05 2.398489658967785748e-08
2.550000000000000000e+01 5.088902055406350850e-11 1.601184762428139506e-05 2.398795241668650689e-08
2.555000000000000071e+01 5.089664134002788685e-11 1.588438719798802661e-05 2.399103409992917234e-08
2.560000000000000142e+01 5.090432649268201052e-11 1.575794148571135772e-05 2.399414185498466916e-08
2.565000000000000213e+01 5.091207656767518252e-11 1.563250240448731126e-05 2.399727589946270650e-08
2.570000000000000284e+01 5.091989208478968924e-11 1.550806194603312623e-05 2.400043645379391765e-08
2.575000000000000000e+01 5.092777357168655725e-11 1.538461216482329540e-05 2.400362374042971164e-08
2.580000000000000071e+01 5.093572162097665359e-11 1.526214516270565138e-05 2.400683798279442072e-08
2.585000000000000142e+01 5.094373679658773715e-11 1.514065311264648847e-05 2.401007940703853617e-08
2.590000000000000213e+01 5.095181966660627551e-11 1.502012824963755902e-05 2.401334824144119929e-08
2.595000000000000284e+01 5.095997080324060310e-11 1.490056287013977430e-05 2.401664471642382673e-08
2.600000000000000000e+01 5.096819078278402118e-11 1.478194933152690552e-05 2.401996906456368953e-08
2.605000000000000071e+01 5.097648020388672643e-11 1.466428005547306166e-05 2.402332152082594054e-08
2.610000000000000142e+01 5.098483973594373129e-11 1.454754753782748429e-05 2.402670232315492948e-08
2.615000000000000213e+01 5.099326993024848323e-11 1.443174430738729749e-05 2.403011171023531616e-08
2.620000000000000284e+01 5.100177139679535356e-11 1.431686296343364582e-05 2.403354992361534388e-08
2.625000000000000000e+01 5.101034475197300714e-11 1.420289616391611500e-05 2.403701720709688636e-08
2.630000000000000071e+01 5.101899061867618811e-11 1.408983662492840153e-05 2.404051380675080349e-08
2.635000000000000142e+01 5.102770962641754428e-11 1.397767712018409417e-05 2.404403997093232364e-08
2.640000000000000213e+01 5.103650241143946465e-11 1.386641048049233856e-05 2.404759595029642257e-08
2.645000000000000284e+01 5.104536956492772620e-11 1.375602961293497989e-05 2.405118199976994772e-08
2.650000000000000000e+01 5.105431175339671720e-11 1.364652745468449365e-05 2.405479837403224087e-08
2.655000000000000071e+01 5.106332962830685611e-11 1.353789700683284849e-05 2.405844533094248821e-08
2.660000000000000142e+01 5.107242384377302917e-11 1.343013132718730968e-05 2.406212313089163754e-08
2.665000000000000213e+01 5.108159505984378001e-11 1.332322352854371679e-05 2.406583203669835553e-08
2.670000000000000284e+01 5.109084394253565694e-11 1.321716677819163510e-05 2.406957231362732161e-08
2.675000000000000000e+01 5.110017116386754747e-11 1.311195429741949361e-05 2.407334422940751529e-08
2.680000000000000071e+01 5.110957741209135150e-11 1.300757937296518633e-05 2.407714805556475783e-08
2.685000000000000142e+01 5.111906337455572648e-11 1.290403533640510949e-05 2.408098406522684469e-08
2.690000000000000213e+01 5.112862973980081889e-11 1.280131556607308928e-05 2.408485253340742735e-08
2.695000000000000284e+01 5.113827720718757719e-11 1.269941349780652789e-05 2.408875373826100836e-08
2.700000000000000000e+01 5.114800648265785016e-11 1.259832261944402498e-05 2.409268796055033306e-08
2.705000000000000071e+01 5.115781827879231537e-11 1.249803647035817802e-05 2.409665548366772745e-08
2.710000000000000142e+01 5.116771331486850464e-11 1.239854864098846226e-05 2.410065659365644281e-08
2.715000000000000213e+01 5.117769232021807810e-11 1.229985277829637024e-05 2.410469157988359359e-08
2.720000000000000284e+01 5.118775603407727901e-11 1.220194258492573449e-05 2.410876073502050359e-08
2.725000000000000000e+01 5.119790519331490153e-11 1.210481179660301772e-05 2.411286435262900617e-08
2.730000000000000071e+01 5.120814054637431012e-11 1.200845420659212473e-05 2.411700272992473702e-08
2.735000000000000142e+01 5.121846284893562683e-11 1.191286365733685705e-05 2.412117616693035936e-08
2.740000000000000213e+01 5.122887286398852972e-11 1.181803404002023392e-05 2.412538496649984324e-08
2.745000000000000284e+01 5.123937136190497359e-11 1.172395929412386400e-05 2.412962943434271195e-08
2.750000000000000000e+01 5.124995912021238743e-11 1.163063340807808557e-05 2.413390987914945581e-08
2.755000000000000071e+01 5.126063691960752983e-11 1.153805043359908670e-05 2.413822661398598329e-08
2.760000000000000142e+01 5.127140555502921914e-11 1.144620444519885339e-05 2.414257995260449145e-08
2.765000000000000213e+01 5.128226582629401559e-11 1.135508957410376705e-05 2.414697021265353886e-08
2.770000000000000284e+01 5.129321854084843862e-11 1.126469999805821838e-05 2.415139771479773678e-08
2.775000000000000000e+01 5.130426451383473420e-11 1.117502994090949519e-05 2.415586278274439103e-08
2.780000000000000071e+01 5.131540456815662276e-11 1.108607367219267187e-05 2.416036574327013057e-08
2.785000000000000142e+01 5.132663953454501483e-11 1.099782550671554967e-05 2.416490692624753943e-08
2.790000000000000213e+01 5.133797025684956938e-11 1.091027981782443953e-05 2.416948666585987139e-08
2.795000000000000284e+01 5.134939758074482863e-11 1.082343100725016857e-05 2.417410529804507849e-08
2.800000000000000000e+01 5.136092236110330531e-11 1.073727352382334088e-05 2.417876316218377230e-08
2.805000000000000071e+01 5.137254546177289355e-11 1.065180186230431056e-05 2.418346060106030341e-08
2.810000000000000142e+01 5.138426775491259116e-11 1.056701056105703273e-05 2.418819796072341793e-08
2.815000000000000213e+01 5.139609012106722374e-11 1.048289420165742088e-05 2.419297559051494075e-08
2.820000000000000284e+01 5.140801344924214943e-11 1.039944740850173482e-05 2.419779384309842914e-08
2.825000000000000000e+01 5.142003864696456048e-11 1.031666485704710323e-05 2.420265307588934811e-08
2.830000000000000071e+01 5.143216662470210817e-11 1.023454125988719657e-05 2.420755364888661318e-08
2.835000000000000142e+01 5.144439829520097740e-11 1.015307136572392394e-05 2.421249592459786287e-08
2.840000000000000213e+01 5.145673458519911960e-11 1.007224996903579412e-05 2.421748026970147627e-08
2.845000000000000284e+01 5.146917643069993658e-11 9.992071905536431531e-06 2.422250705440145164e-08
2.850000000000000000e+01 5.148172477707223365e-11 9.912532051804805679e-06 2.422757665245964654e-08
2.855000000000000071e+01 5.149438057915021805e-11 9.833625324915408122e-06 2.423268944122797173e-08
2.860000000000000142e+01 5.150714480002414144e-11 9.755346686799228694e-06 2.423784580265745887e-08
2.865000000000000213e+01 5.152001841141856062e-11 9.677691142868429799e-06 2.424304612312281550e-08
2.870000000000000284e+01 5.153300239819362819e-11 9.600653725743927013e-06 2.424829079017100969e-08
2.875000000000000000e+01 5.154609775335322558e-11 9.524229513283221586e-06 2.425358019635230077e-08
2.880000000000000071e+01 5.155930547976985437e-11 9.448413622339426116e-06 2.425891473804015700e-08
2.885000000000000142e+01 5.157262659027889609e-11 9.373201208412224291e-06 2.426429481546775411e-08
2.890000000000000213e+01 5.158606210777282034e-11 9.298587465298795062e-06 2.426972083276444401e-08
2.895000000000000284e+01 5.159961306389848518e-11 9.224567626332779590e-06 2.427519319814851439e-08
2.900000000000000000e+01 5.161328049130940810e-11 9.151136972949727440e-06 2.428071232484064419e-08
2.905000000000000071e+01 5.162706544818650774e-11 9.078290806570605303e-06 2.428627862836870441e-08
2.910000000000000142e+01 5.164096899656540317e-11 9.006024472996869353e-06 2.429189252903852667e-08
2.915000000000000213e+01 5.165499220872160200e-11 8.934333354909934277e-06 2.429755445126686153e-08
2.920000000000000284e+01 5.166913616724742814e-11 8.863212871541857041e-06 2.430326482361979929e-08
2.925000000000000000e+01 5.168340196512885269e-11 8.792658478346008775e-06 2.430902407885122072e-08
2.930000000000000071e+01 5.169779070582237003e-11 8.722665666667726351e-06 2.431483265394122125e-08
2.935000000000000142e+01 5.171230354375975119e-11 8.653229975309100538e-06 2.432069099227809425e-08
2.940000000000000213e+01 5.172694159196758898e-11 8.584346962998219872e-06 2.432659953879455213e-08
2.945000000000000284e+01 5.174170598980438803e-11 8.516012227965813079e-06 2.433255874359359638e-08
2.950000000000000000e+01 5.175659789157172892e-11 8.448221404242671544e-06 2.433856906137902692e-08
2.955000000000000071e+01 5.177161846352614926e-11 8.380970160428559770e-06 2.434463095133137161e-08
2.960000000000000142e+01 5.178676888401931853e-11 8.314254199381538942e-06 2.435074487714967544e-08
2.965000000000000213e+01 5.180205034363821286e-11 8.248069257907248133e-06 2.435691130709328635e-08
2.970000000000000284e+01 5.181746404603888078e-11 8.182411114230129617e-06 2.436313071698279038e-08
2.975000000000000000e+01 5.183301120685376347e-11 8.117275573849894640e-06 2.436940358498176271e-08
2.980000000000000071e+01 5.184869305413413947e-11 8.052658472621990819e-06 2.437573039292808498e-08
2.985000000000000142e+01 5.186451082900563946e-11 7.988555682229314702e-06 2.438211162857453610e-08
2.990000000000000213e+01 5.188046578555684183e-11 7.924963107048474466e-06 2.438854778455709614e-08
2.995000000000000284e+01 5.189655919098102430e-11 7.861876683856580992e-06 2.439503935844341256e-08
3.000000000000000000e+01 5.191279232571788322e-11 7.799292381538027084e-06 2.440158685278121338e-08
3.005000000000000071e+01 5.192916647328464686e-11 7.737206205278367816e-06 2.440819077636543872e-08
3.010000000000000142e+01 5.194568292797441276e-11 7.675614192982548544e-06 2.441485164339350741e-08
3.015000000000000213e+01 5.196234301664477003e-11 7.614512405561124286e-06 2.442156997095522087e-08
3.020000000000000284e+01 5.197914806953934579e-11 7.553896939396955868e-06 2.442834628254668923e-08
3.025000000000000000e+01 5.199609943021766247e-11 7.493763921792287546e-06 2.443518110696187952e-08
3.030000000000000071e+01 5.201319845565905888e-11 7.434109510691967139e-06 2.444207497834551553e-08
3.035000000000000142e+01 5.203044651636662418e-11 7.374929894406702575e-06 2.444902843624598759e-08
3.040000000000000213e+01 5.204784500515259906e-11 7.316221293198992168e-06 2.445604202617167123e-08
3.045000000000000284e+01 5.206539536039532134e-11 7.257979963974135386e-06 2.446311630098641066e-08
3.050000000000000000e+01 5.208309897635166391e-11 7.200202180737590335e-06 2.447025181575569718e-08
3.055000000000000071e+01 5.210095728720250116e-11 7.142884252328892609e-06 2.447744913266709017e-08
3.060000000000000142e+01 5.211897174238101973e-11 7.086022516828991510e-06 2.448470881964645643e-08
3.065000000000000213e+01 5.213714380674915352e-11 7.029613341299027627e-06 2.449203145041508864e-08
3.070000000000000284e+01 5.215547496077401227e-11 6.973653121519126507e-06 2.449941760454682057e-08
3.075000000000000000e+01 5.217396670070432954e-11 6.918138281727194877e-06 2.450686786752512896e-08
3.080000000000000071e+01 5.219262053738765259e-11 6.863065284600729581e-06 2.451438283519435787e-08
3.085000000000000142e+01 5.221143799968954512e-11 6.808430606558539628e-06 2.452196310333370923e-08
3.090000000000000213e+01 5.223042063206868794e-11 6.754230757103021372e-06 2.452960927612392609e-08
3.095000000000000284e+01 5.224956999540983047e-11 6.700462273611231144e-06 2.453732196408193847e-08
3.100000000000000000e+01 5.226888766722749685e-11 6.647121720868521616e-06 2.454510178402994663e-08
3.105000000000000071e+01 5.228837524184043707e-11 6.594205690822026418e-06 2.455294935915884596e-08
3.110000000000000142e+01 5.230803433054613624e-11 6.541710802334187944e-06 2.456086531909166845e-08
3.115000000000000213e+01 5.232786656707209634e-11 6.489633707834385969e-06 2.456885030363103513e-08
3.120000000000000284e+01 5.234787359745049287e-11 6.437971079607941632e-06 2.457690495563168148e-08
3.125000000000000000e+01 5.236805708472666136e-11 6.386719615476704939e-06 2.458502992422933052e-08
3.130000000000000071e+01 5.238841871120188129e-11 6.335876041256360020e-06 2.459322586634812031e-08
3.135000000000000142e+01 5.240896017721127488e-11 6.285437108684225093e-06 2.460149344578897474e-08
3.140000000000000213e+01 5.242968320130887583e-11 6.235399595186618256e-06 2.460983333330044004e-08
3.145000000000000284e+01 5.245058952045276269e-11 6.185760303646246140e-06 2.461824620664952450e-08
3.150000000000000000e+01 5.247168090156510826e-11 6.136516066339868659e-06 2.462673275326795512e-08
3.155000000000000071e+01 5.249295912896047536e-11 6.087663740028773219e-06 2.463529366743473098e-08
3.160000000000000142e+01 5.251442599137324669e-11 6.039200200902324304e-06 2.464392964736789517e-08
3.165000000000000213e+01 5.253608330560639545e-11 5.991122352947557009e-06 2.465264140060783941e-08
3.170000000000000284e+01 5.255793290839790235e-11 5.943427124666785454e-06 2.466142964220467679e-08
3.175000000000000000e+01 5.257997665664154822e-11 5.896111468858061169e-06 2.467029509479716794e-08
3.180000000000000071e+01 5.260221642760767431e-11 5.849172362395624688e-06 2.467923848869162750e-08
3.185000000000000142e+01 5.262465412315985180e-11 5.802606807992608220e-06 2.468826056341414509e-08
3.190000000000000213e+01 5.264729167448441615e-11 5.756411836218160757e-06 2.469736206945192618e-08
3.195000000000000284e+01 5.267013101588192151e-11 5.710584492167126458e-06 2.470654375858751793e-08
3.200000000000000000e+01 5.269317411129237374e-11 5.665121848289338654e-06 2.471580639367635204e-08
3.205000000000000426e+01 5.271642294655215423e-11 5.620021000219454725e-06 2.472515074578935186e-08
3.210000000000000142e+01 5.273987952963966673e-11 5.575279066569773533e-06 2.473457759430100069e-08
3.214999999999999858e+01 5.276354589092092591e-11 5.530893188722978322e-06 2.474408772697741000e-08
3.220000000000000284e+01 5.278742408361010965e-11 5.486860530846770905e-06 2.475368194024468998e-08
3.225000000000000000e+01 5.281151619145146899e-11 5.443178287362437292e-06 2.476336104551562385e-08
3.230000000000000426e+01 5.283582431010572228e-11 5.399843663271084475e-06 2.477312585345603418e-08
3.235000000000000142e+01 5.286035056324535491e-11 5.356853890306548566e-06 2.478297718736975638e-08
3.239999999999999858e+01 5.288509709834489686e-11 5.314206222129285813e-06 2.479291587954893912e-08
3.245000000000000284e+01 5.291006608693778810e-11 5.271897934130826569e-06 2.480294277137156896e-08
3.250000000000000000e+01 5.293525972487328930e-11 5.229926323238220800e-06 2.481305871339901808e-08
3.255000000000000426e+01 5.296068023257340537e-11 5.188288707718431913e-06 2.482326456547358874e-08
3.260000000000000142e+01 5.298632988469238340e-11 5.146982432988512678e-06 2.483356120293255874e-08
3.264999999999999858e+01 5.301221094908790866e-11 5.106004858901949854e-06 2.484394950395669217e-08
3.270000000000000284e+01 5.303832572179431384e-11 5.065353366644172215e-06 2.485443035688970258e-08
3.275000000000000000e+01 5.306467653097125492e-11 5.025025359291067141e-06 2.486500466110374528e-08
3.280000000000000426e+01 5.309126573156604396e-11 4.985018260470643991e-06 2.487567332593316500e-08
3.285000000000000142e+01 5.311809570562441049e-11 4.945329514178513911e-06 2.488643727078322710e-08
3.289999999999999858e+01 5.314516886260128880e-11 4.905956584593288314e-06 2.489729742523888195e-08
3.295000000000000284e+01 5.317248765087886204e-11 4.866896959624029102e-06 2.490825473406144860e-08
3.300000000000000000e+01 5.320005454261557963e-11 4.828148145576979401e-06 2.491931015055388189e-08
3.305000000000000426e+01 5.322787202810770647e-11 4.789707664989867183e-06 2.493046463407478693e-08
3.310000000000000142e+01 5.325594263341002128e-11 4.751573062211564551e-06 2.494171915769674180e-08
3.314999999999999858e+01 5.328426891407115776e-11 4.713741901027877259e-06 2.495307470544725647e-08
3.320000000000000284e+01 5.331285345547554685e-11 4.676211764487376103e-06 2.496453227243109292e-08
3.325000000000000000e+01 5.334169887318533310e-11 4.638980254727227463e-06 2.497609286495259198e-08
3.330000000000000426e+01 5.337080782202006489e-11 4.602044994699681082e-06 2.498775750367428560e-08
3.335000000000000142e+01 5.340018299946659137e-11 4.565403628665309205e-06 2.499952722480530066e-08
3.339999999999999858e+01 5.342982710469648300e-11 4.529053813029456029e-06 2.501140306586396264e-08
3.345000000000000284e+01 5.345974288279126246e-11 4.492993225714006740e-06 2.502338608104902495e-08
3.350000000000000000e+01 5.348993311147525473e-11 4.457219563022823509e-06 2.503547733663300744e-08
3.355000000000000426e+01 5.352040060150252670e-11 4.421730539477310986e-06 2.504767791110018670e-08
3.360000000000000142e+01 5.355114819704371692e-11 4.386523887652049555e-06 2.505998889528453334e-08
3.364999999999999858e+01 5.358217877836655955e-11 4.351597358456957256e-06 2.507241139334256578e-08
3.370000000000000284e+01 5.361349528879568453e-11 4.316948726147245724e-06 2.508494653256419864e-08
3.375000000000000000e+01 5.364510066178622277e-11 4.282575773883299063e-06 2.509759543682376233e-08
3.380000000000000426e+01 5.367699788454257080e-11 4.248476305878877978e-06 2.511035924973512094e-08
3.385000000000000142e+01 5.370918998040521460e-11 4.214648143731740008e-06 2.512323912823740616e-08
3.389999999999999858e+01 5.374168000928501884e-11 4.181089126268436837e-06 2.513623624275023600e-08
3.395000000000000284e+01 5.377447106809758713e-11 4.147797109389147171e-06 2.514935177732892366e-08
3.400000000000000000e+01 5.380756629119749308e-11 4.114769965912518942e-06 2.516258692981970630e-08
3.405000000000000426e+01 5.384096888880268740e-11 4.082005590530840841e-06 2.517594292363245737e-08
3.410000000000000142e+01 5.387468206444083874e-11 4.049501888491456997e-06 2.518942098251788183e-08
3.414999999999999858e+01 5.390870906955098314e-11 4.017256782728094051e-06 2.520302234728731786e-08
3.420000000000000284e+01 5.394305320091828183e-11 3.985268213302198043e-06 2.521674827505067523e-08
3.425000000000000000e+01 5.397771779606370423e-11 3.953534136569183781e-06 2.523060003782899199e-08
3.430000000000000426e+01 5.401270623374345762e-11 3.922052525031981157e-06 2.524457892272957841e-08
3.435000000000000142e+01 5.404802193444838457e-11 3.890821367194658532e-06 2.525868623212111787e-08
3.439999999999999858e+01 5.408366838478327612e-11 3.859838670765344843e-06 2.527292329308156501e-08
3.445000000000000284e+01 5.411964909877238381e-11 3.829102457012527004e-06 2.528729144235398031e-08
3.450000000000000000e+01 5.415596762091349327e-11 3.798610760976958487e-06 2.530179202751365545e-08
3.455000000000000426e+01 5.419262755089746722e-11 3.768361634722306658e-06 2.531642641654810892e-08
3.460000000000000142e+01 5.422963253364437675e-11 3.738353145721202220e-06 2.533119599396922791e-08
3.464999999999999858e+01 5.426698625986137002e-11 3.708583376716990305e-06 2.534610216101111672e-08
3.470000000000000284e+01 5.430469246660053455e-11 3.679050425585522654e-06 2.536114633582790869e-08
3.475000000000000000e+01 5.434275496215899165e-11 3.649752407135260598e-06 2.537632996050204075e-08
3.480000000000000426e+01 5.438117761380057648e-11 3.620687451946916154e-06 2.539165449765079122e-08
3.485000000000000142e+01 5.441996428515279942e-11 3.591853701205927630e-06 2.540712141295299603e-08
3.489999999999999858e+01 5.445911891591733683e-11 3.563249312866926979e-06 2.542273219749213338e-08
3.495000000000000284e+01 5.449864549656153545e-11 3.534872459455862935e-06 2.543848836071727151e-08
3.500000000000000000e+01 5.453854806897303542e-11 3.506721327939504163e-06 2.545439143066797583e-08
3.505000000000000426e+01 5.457883072711454184e-11 3.478794119594898341e-06 2.547044295419924907e-08
3.510000000000000142e+01 5.461949762701460273e-11 3.451089050688041226e-06 2.548664450073466478e-08
3.514999999999999858e+01 5.466055301627352919e-11 3.423604354843793519e-06 2.550299767339452412e-08
3.520000000000000284e+01 5.470200112864725905e-11 3.396338273722501124e-06 2.551950406913530256e-08
3.525000000000000000e+01 5.474384628279829804e-11 3.369289065391250143e-06 2.553616531604635353e-08
3.530000000000000426e+01 5.478609285413579693e-11 3.342455001696037365e-06 2.555298306268541288e-08
3.535000000000000142e+01 5.482874527555423676e-11 3.315834368138577795e-06 2.556995897833527304e-08
3.539999999999999858e+01 5.487180803817224328e-11 3.289425463753052042e-06 2.558709475326047699e-08
3.545000000000000284e+01 5.491528569207130449e-11 3.263226600982898177e-06 2.560439209896400237e-08
3.550000000000000000e+01 5.495918291840184133e-11 3.237236110330815090e-06 2.562185277340456385e-08
3.555000000000000426e+01 5.500350435969412312e-11 3.211452328836888406e-06 2.563947852164639432e-08
3.560000000000000142e+01 5.504825475767033166e-11 3.185873609123191355e-06 2.565727112405713011e-08
3.564999999999999858e+01 5.509343891904847522e-11 3.160498316934007022e-06 2.567523238434609453e-08
3.570000000000000284e+01 5.513906171499618441e-11 3.135324830926676852e-06 2.569336412937155477e-08
3.575000000000000000e+01 5.518512808197242013e-11 3.110351542555275503e-06 2.571166820943343471e-08
3.580000000000000426e+01 5.523164302256924621e-11 3.085576855954247571e-06 2.573014649856601110e-08
3.585000000000000142e+01 5.527861168247537602e-11 3.060999191115127160e-06 2.574880091645479179e-08
3.589999999999999858e+01 5.532603919964035651e-11 3.036616977208617791e-06 2.576763338564169483e-08
3.595000000000000284e+01 5.537393077816919080e-11 3.012428655628528120e-06 2.578664585257010475e-08
3.600000000000000000e+01 5.542229171257653389e-11 2.988432680888269489e-06 2.580584029452844838e-08
3.605000000000000426e+01 5.547112737029889896e-11 2.964627519711559707e-06 2.582521871473594786e-08
3.610000000000000142e+01 5.552044319268635648e-11 2.941011650922603955e-06 2.584478314267793322e-08
3.614999999999999858e+01 5.557024469599439484e-11 2.917583565336229112e-06 2.586453563444119131e-08
3.620000000000000284e+01 5.562053751984124630e-11 2.894341767665406180e-06 2.588447828977979704e-08
3.625000000000000000e+01 5.567132736815382162e-11 2.871284773859377257e-06 2.590461323128566001e-08
3.630000000000000426e+01 5.572261997284897528e-11 2.848411109408030673e-06 2.592494259157278692e-08
3.635000000000000142e+01 5.577442117747623829e-11 2.825719312744875764e-06 2.594546854274512776e-08
3.639999999999999858e+01 5.582673690793876526e-11 2.803207933850619694e-06 2.596619328606214510e-08
3.645000000000000284e+01 5.587957317363384193e-11 2.780875534149650290e-06 2.598711905232655343e-08
3.650000000000000000e+01 5.593293606859330230e-11 2.758720686406520992e-06 2.600824810227203852e-08
3.655000000000000426e+01 5.598683181718828188e-11 2.736741976046917368e-06 2.602958274171287183e-08
3.660000000000000142e+01 5.604126674453441431e-11 2.714938000071689303e-06 2.605112531175059828e-08
3.664999999999999858e+01 5.609624718066471518e-11 2.693307363853703581e-06 2.607287815704140273e-08
3.670000000000000284e+01 5.615177959040678682e-11 2.671848685149442745e-06 2.609484366882771305e-08
3.675000000000000000e+01 5.620787053187168337e-11 2.650560592632115558e-06 2.611702427119765479e-08
3.680000000000000426e+01 5.626452665777152549e-11 2.629441725793771757e-06 2.613942242153146071e-08
3.685000000000000142e+01 5.632175471673698580e-11 2.608490734847462124e-06 2.616204061094784391e-08
3.689999999999999858e+01 5.637956159776878597e-11 2.587706281613206151e-06 2.618488137764306940e-08
3.695000000000000284e+01 5.643795434161837710e-11 2.567087039649672205e-06 2.620794731034517096e-08
3.700000000000000000e+01 5.649693995211845939e-11 2.546631689822843771e-06 2.623124099197357121e-08
3.705000000000000426e+01 5.655652560144916290e-11 2.526338924860063719e-06 2.625476506104534725e-08
